     Time        WW       Cap      Tair      Patm      Hrel      Nebu    Pr?ip.     Evap.
      sec       m/s         ?        ?C      mbar         %      octa m3/s/m2*e-m3/s/m2*e-8
  25282800      4.3        260     29.6    1010.8         51         1 0.000E+00     6.99
  25293600      4.4        250     27.9    1010.1         58         1 0.000E+00     7.15
  25304400      5.1        330     24.9    1010.7         61         1 0.000E+00     7.31
  25315200      4.5        320     22.4    1010.6         70         0 0.000E+00     7.47
  25326000      4.1        320     20.3    1010.2         78         0 0.000E+00     7.62
  25336800      1.3        360     21.5    1010.7         71         0 0.000E+00     7.78
  25347600      3.6        250     25.7    1010.4         58         1 0.000E+00     7.94
  25358400      4.2        260     30.6    1009.2         40         1 0.000E+00      8.1
  25369200      7.3        250     28.8    1009.4         45         4 0.000E+00     8.07
  25380000      6.7        250     26.2    1009.2         58         5 0.000E+00     8.04
  25390800      4.8        320     23.2    1010.7         53         4 0.000E+00     8.02
  25401600      4.9        330     20.2    1010.9         69         2 0.000E+00     7.99
  25412400      4.4        330        19   1010.8         76         0 0.000E+00     7.96
  25423200      3.8        340     19.4    1011.2         75         2 0.000E+00     7.93
  25434000         3       270     23.3    1011.5         59         5 0.000E+00      7.9
  25444800      5.2        270     28.9    1009.6         39         5 0.000E+00     7.87
  25455600      7.8        260     27.8    1008.7         48         5 0.000E+00     7.77
  25466400      2.3        200     24.7    1008.6         43         7 0.000E+00     7.67
  25477200      1.9         90        22   1008.2         60         5 0.000E+00     7.57
  25488000      1.8         80     20.7    1007.3         57         5 0.000E+00     7.47
  25498800      3.4        110     21.9    1005.3         63         7 0.000E+00     7.36
  25509600      5.6        140     23.6    1004.7         71         7 0.000E+00     7.26
  25520400      7.6        150        26   1003.5         66         7 0.000E+00     7.16
  25531200     13.1        160     26.6    1003.7         61         5 0.000E+00     7.06
  25542000     10.1        140     26.8    1002.6         66         4 0.000E+00     7.42
  25552800      5.9        150     25.7       1002        72         6 0.000E+00     7.78
  25563600      3.6        150        25   1002.8         75         7 0.000E+00     8.15
  25574400      2.3        310     23.1    1003.7         68         8 0.000E+00     8.51
  25585200      5.4        340     21.4    1004.7         67         6 0.000E+00     8.87
  25596000         7       310     21.7       1007        61         6 0.000E+00     9.23
  25606800      7.4        290     24.8    1008.1         49         1 0.000E+00     9.59
  25617600      7.8        290     26.7    1008.2         42         3 0.000E+00     9.95
  25628400      8.7        300     29.7    1007.9         36         3 0.000E+00     9.91
  25639200     10.5        350     28.1    1008.1         41         1 0.000E+00     9.87
  25650000      7.5        320        24   1010.5         50         0 0.000E+00     9.82
  25660800      7.6        320        22   1010.2         58         0 0.000E+00     9.78
  25671600      9.9        340     20.9       1010        61         0 0.000E+00     9.74
  25682400      7.5        330     20.8    1010.2         64         0 0.000E+00     9.69
  25693200      6.6        330     25.7    1010.4         47         1 0.000E+00     9.65
  25704000      7.6        280     28.5    1010.1         40         1 0.000E+00     9.61
  25714800      8.7        250     27.7    1009.7         41         1 0.000E+00     9.36
  25725600         6       250        27   1009.5         44         1 0.000E+00     9.11
  25736400      2.6        280        23   1010.9         61         0 0.000E+00     8.87
  25747200      3.4        300     20.4    1010.6         80         0 0.000E+00     8.62
  25758000      1.6        340     17.7    1010.5         81         0 0.000E+00     8.38
  25768800         2       160     19.9    1010.9         70         0 0.000E+00     8.13
  25779600      3.1        270     25.3    1011.3         56         0 0.000E+00     7.88
  25790400      2.2        270        31   1010.6         31         0 0.000E+00     7.64
  25801200      6.4        260     30.4    1010.4         37         1 0.000E+00     7.74
  25812000      5.2        260     26.4    1010.6         49         0 0.000E+00     7.84
  25822800      0.5        210     22.1       1012        68         0 0.000E+00     7.94
  25833600         2       120     20.2    1012.1         68         0 0.000E+00     8.04
  25844400      1.4        150     19.2    1011.5         69         0 0.000E+00     8.15
  25855200      1.1        330     21.3    1012.5         72         0 0.000E+00     8.25
  25866000      3.6        260     26.7    1012.7         47         0 0.000E+00     8.35
  25876800      4.5        270     33.4    1012.1         31         0 0.000E+00     8.45
  25887600      5.8        260     33.8    1011.1         32         0 0.000E+00      8.7
  25898400      6.7        250     29.7    1011.5         40         0 0.000E+00     8.94
  25909200      1.7        240        26   1012.5         60         0 0.000E+00     9.19
  25920000      1.8        150     23.7    1011.9         62         0 0.000E+00     9.43
  25930800      2.2        330     22.5    1011.8         78         0 0.000E+00     9.68
  25941600      5.1        310     24.2    1012.7         59         0 0.000E+00     9.92
  25952400      9.5        330     29.8    1013.2         43         0 0.000E+00    10.17
  25963200        10       310        33   1012.6         33         0 0.000E+00    10.42
  25974000     10.1        320     33.9    1011.7         31         1 0.000E+00    10.42
  25984800        11       340     31.5    1011.3         38         0 0.000E+00    10.42
  25995600      9.6        330     27.8    1012.1         45         0 0.000E+00    10.42
  26006400     10.6        320     25.8    1012.1         52         0 0.000E+00    10.42
  26017200      8.1        320     24.6    1011.4         54         0 0.000E+00    10.42
  26028000     10.1        330     24.3    1012.1         59         1 0.000E+00    10.42
  26038800     12.5        330     28.4    1011.7         45         0 0.000E+00    10.42
  26049600     13.2        330     31.7    1010.4         39         0 0.000E+00    10.42
  26060400     12.2        340     32.5    1009.6         31         1 0.000E+00    10.42
  26071200      9.6        330     31.4    1008.8         33         1 0.000E+00    10.42
  26082000         5       300     27.7    1009.7         45         1 0.000E+00    10.42
  26092800      7.2        320     25.6    1009.7         55         0 0.000E+00    10.42
  26103600      8.8        310     24.2    1008.9         55         0 0.000E+00    10.42
  26114400     10.4        330     23.7    1009.1         59         1 0.000E+00    10.42
  26125200     12.5        330     26.1    1009.2         47         1 0.000E+00    10.42
  26136000        15       330     28.2    1008.7         37         1 0.000E+00    10.42
  26146800     13.9        340     28.6    1007.6         35         1 0.000E+00    10.04
  26157600        13       340     25.6    1007.3         37         1 0.000E+00     9.66
  26168400     12.7        330     22.5    1007.8         39         0 0.000E+00     9.29
  26179200     10.1        340     19.9       1008        47         0 0.000E+00     8.91
  26190000     10.3        340     18.2    1007.8         50         0 0.000E+00     8.54
  26200800      5.1        330     18.2       1009        50         0 0.000E+00     8.16
  26211600      2.6        290     23.2    1009.7         39         0 0.000E+00     7.78
  26222400      3.5        300     27.2    1009.5         34         1 0.000E+00     7.41
  26233200      4.6        210     27.4    1008.9         50         1 0.000E+00     7.36
  26244000      5.4        190     25.6    1008.4         58         1 0.000E+00     7.32
  26254800      2.4        170     21.3    1010.2         71         1 0.000E+00     7.28
  26265600      2.6        140     19.6    1010.6         76         1 0.000E+00     7.23
  26276400      3.7        100        19   1010.3         82         0 0.000E+00     7.19
  26287200      2.6        110     21.5    1010.7         69         1 0.000E+00     7.15
  26298000      5.1        220     28.1    1011.8         38         0 0.000E+00      7.1
